,loss,accuracy,val_loss,val_accuracy
0,0.6722330021583381,0.5878962278366089,0.6650052762031555,0.5649999976158142
1,0.6339314968166846,0.639769434928894,0.6577122676372528,0.6600000262260437
2,0.5998203405729289,0.6945244669914246,0.6249831449985505,0.6399999856948853
3,0.5669768324674722,0.7118155360221863,0.5694614684581757,0.7149999737739563
4,0.5326222132365367,0.7391930818557739,0.5705393886566162,0.7049999833106995
5,0.5186219779661821,0.7579250931739807,0.5385187375545502,0.7450000047683716
6,0.5005586217734587,0.7694524526596069,0.5506876182556152,0.7350000143051147
7,0.4702705823378879,0.7752161622047424,0.5238621473312378,0.7350000143051147
8,0.4623922201930961,0.7809798121452332,0.5540735745429992,0.7400000095367432
9,0.45105426910974794,0.8040345907211304,0.5698283672332763,0.699999988079071
