,SCG,YGYI,TEUM,GEN,CFMS,ASRT,PTN,SONM,AVCO,USWS,PTE,RMTI,SVRA,HNRG,CSLT,TXMD,GERN,REI,OSG,CCO,TH,LEE,UEC,NEXT,FTK,AGE,GALT,ACRX,PEI,RRD,MLND,TTI,PHUN,MBII,ATHX,CHS,TYME,ANH,XELA,ADMA,EXPR,SB,NR,ECOR,SND,WTI,CASI,NINE,DS,MRKR,PIRS,ABEO,GORO,CRBP,AT
price,0.045000001788139336,0.4000000059604645,0.5899999737739563,1.0199999809265137,1.1200000047683716,1.1399999856948853,1.149999976158142,1.1799999475479126,1.4099999666213991,1.4700000286102295,1.690000057220459,1.75,1.75,1.8500000238418581,1.870000004768372,1.9099999666213991,1.919999957084656,2.1099998950958248,2.1199998855590816,2.1400001049041752,2.1800000667572017,2.259999990463257,2.259999990463257,2.400000095367432,2.4300000667572017,2.470000028610229,2.490000009536743,2.509999990463257,2.5699999332427983,2.5699999332427983,2.5799999237060547,2.619999885559082,2.640000104904175,2.650000095367432,2.690000057220459,2.720000028610229,2.7300000190734863,2.740000009536743,2.740000009536743,2.789999961853028,2.799999952316284,2.8199999332427983,2.859999895095825,2.859999895095825,2.869999885559082,2.880000114440918,2.890000104904175,2.890000104904175,2.900000095367432,2.9300000667572017,2.940000057220459,2.9600000381469727,2.9600000381469727,2.990000009536743,2.990000009536743
