,returns,vol,sharp,LCTX,CALA,NERV,HLX,VBIV,CDXC,ECOR,JILL,WTTR,CHRA
417,0.5273217540949132,0.5108640280815496,1.0322154724323953,0.11624450397667695,0.03742895440186911,0.07894328623684868,0.12523815377440423,0.13490100362669985,0.12601563231043764,0.07220210806701975,0.09976723063970344,0.1316182693397466,0.07764085762659384
1335,0.5273029668459626,0.5316672044547853,0.9917914109197347,0.20027950011509615,0.11856435939070413,0.14951877979555603,0.11201237290677934,0.0785111113953702,0.020182337933588167,0.07658876801176581,0.036055924451703504,0.10976048951157684,0.09852635648785987
1720,0.527210632201556,0.5370879365488819,0.9816095211320633,0.13300718886369017,0.11780090363905475,0.07584567776543104,0.1297076555631695,0.12057604578252507,0.03753984198366116,0.09789616256057111,0.06665545516953332,0.06693895378689035,0.15403211488547353
1634,0.5268835649332989,0.49592995094093895,1.0624152946068914,0.1448163150941932,0.1341831374151982,0.05541906332317166,0.11738370774313692,0.10085997080064654,0.14343561819198264,0.07361006043509011,0.013945150275812349,0.1047961407246402,0.11155083599612813
1222,0.5264887525297635,0.5647603350100465,0.9322339404738786,0.11161551999017355,0.03805331976304524,0.02710974381952215,0.1652355559589162,0.13414233885539703,0.06710380162345055,0.0910407706076158,0.17474531479038347,0.1509372913674483,0.04001634322404778
1218,0.526466952955075,0.5644498226218965,0.9327081555444747,0.16014435769935276,0.15696101603121873,0.09569239878258767,0.0026631512222289808,0.08933245559413105,0.03513159652174749,0.14010226711312426,0.11643374474197257,0.09813173831210648,0.10540727398153017
1653,0.5263839872823337,0.5219204663421065,1.0085521094267673,0.13984306364362567,0.021089391439030745,0.12703294778814517,0.06986705390781885,0.1473209628935395,0.05473520530725961,0.05744157762340507,0.0539399091973015,0.15728739101851083,0.17144249718136312
1260,0.5260618177748483,0.5626453538861037,0.9349794042400268,0.008466198570268327,0.09116847838807578,0.0638625205297112,0.1533282926165019,0.13849621869460418,0.13216402507128136,0.1474420557219995,0.009360696895798428,0.14851591383142218,0.10719559968033703
464,0.5260225049842614,0.5526522002698182,0.9518147303628656,0.21492941362576742,0.014894851088168277,0.013266658530976944,0.16628485182250957,0.13156688808751155,0.07163299626281103,0.017359025884751626,0.1526397229751884,0.002568179033500687,0.21485741268881456
1902,0.5260171395891182,0.6289708684913111,0.836313994717841,0.20146275248019196,0.265405688090869,0.007433636627434125,0.11183091883310478,0.0017923964803659138,0.06082863518036849,0.1799256757635153,0.06927949654946285,4.9233611611602165e-05,0.10199156638307585
217,0.525963308082968,0.4918689248781457,1.0693159935104026,0.15042517856101592,0.09180851306182841,0.1301319082543121,0.09221271245688804,0.16505246637823262,0.14516845836445158,0.0021913234786827772,0.03176715774086916,0.036981456191481174,0.15426082551223805
602,0.525868003084522,0.5685225081053639,0.9249730583878013,0.07990307080046576,0.07309021743837045,0.126879221519888,0.1563565112181905,0.07574165557688617,0.1061597729848414,0.1527404142932004,0.008652028072981616,0.17084749977386177,0.04962960832131389
8,0.525847334816548,0.6414708977657635,0.8197524418458715,0.13931729525256048,0.03464080157581265,0.08085390651219199,0.005909517418770183,0.08840696653175106,0.10233959489937788,0.17819316502748495,0.23890725837041404,0.013706643348991902,0.11772485106264476
1040,0.5257968042555683,0.5367256166831464,0.979637989900471,0.0900663948183397,0.07433272191226835,0.17315163902627692,0.023234388062429383,0.18618689362327395,0.015964069038157776,0.07630183698265729,0.06940513347244225,0.13440154945138524,0.15695537361276907
198,0.5257884594895843,0.5227218757667103,1.0058665685616774,0.11763488322001343,0.05867999386416544,0.14803670084061316,0.12830160594018403,0.11459640611088501,0.10412316981097504,0.09713718015933315,0.0776444327591865,0.07242980764063156,0.0814158196540126
1742,0.525773907953747,0.4917671635831237,1.0691521250073768,0.12144737449204446,0.019999556606740982,0.1636298694654219,0.058503514447546895,0.16971898669034136,0.17888676732036626,0.007906794237332617,0.047229755381311106,0.16730524340719466,0.06537213795169983
732,0.5257656001718976,0.5228198469018589,1.0056343562462189,0.18210959984738428,0.08793975367832013,0.12462449617649671,0.0798599751595573,0.14835249541521958,0.07514918060531742,0.015187949411122724,0.1601953462489269,0.11213502014288373,0.014446183314771226
780,0.5257652518277738,0.49095034514954305,1.0709132950454003,0.15321696142567523,0.1522771822199372,0.09166408699860723,0.09011566681898756,0.11179937439761183,0.14793481387826748,0.06139394888617289,0.013563946796357333,0.041232132710205684,0.13680188586817768
1433,0.52547700784443,0.5407300273770219,0.9717918022666848,0.11486263214548163,0.08475383839026751,0.05773756499775117,0.10343260985720434,0.20608778812313677,0.009971798714603762,0.01531271321128683,0.1324737577135215,0.18131627050345372,0.09405102634329283
1072,0.5249936421637937,0.5309065070599691,0.9888627002729362,0.123921575510352,0.10329450385088411,0.05938614261733044,0.0383090994616466,0.1286577738755226,0.069308383399922,0.1073132162838407,0.09838824383333523,0.1300465530574484,0.1413745081097179
984,0.524987034527159,0.5959734341832493,0.8808899934384264,0.0942035866356225,0.044778153026207426,0.1412542786496097,0.01723225255230881,0.10720881567139462,0.07449558654562065,0.17276057535235367,0.12315011199638358,0.0878840910536023,0.1370325485168967
1150,0.5249212616136112,0.5836488292612168,0.8993785908524087,0.1009501320023693,0.010450469439727291,0.04084153331268366,0.11973757929501481,0.07647388055010894,0.1538202233100295,0.16365733500577997,0.07485172172405359,0.07947740116329577,0.17973972419693712
1762,0.5248894581771723,0.5772571467504043,0.9092818705354636,0.021255841914590557,0.08018054638856585,0.09970092532704242,0.1185445265027961,0.14909304931423364,0.10087166415028943,0.15587734364849565,0.1203698203223135,0.08633858420211676,0.06776769822955606
975,0.5248402735830278,0.5355828071378851,0.9799423480147456,0.15884906463553541,0.004409056132789146,0.15123957274665406,0.1377556352871055,0.1268841999489468,0.06825983066570977,0.06069688467760417,0.1414081194638632,0.05835032319806359,0.09214731324372837
1334,0.5247784083309063,0.5601966688998583,0.9367753102878884,0.1613989957014865,0.014312370516837125,0.037055427538342976,0.05392424184655934,0.04807877919189358,0.18759829214671186,0.1404078382969508,0.15204231301523005,0.1740742371450815,0.031107504600906204
1277,0.5247485245679521,0.5032730590501169,1.042671597717486,0.16213371763099652,0.13035772491161057,0.1770920376004795,0.023354925706855646,0.1292873008865502,0.068476957036367,0.04408629952229867,0.018715563977264395,0.16948384975154143,0.07701162297603602
1802,0.5247349027295009,0.5900211547209934,0.8893493030392023,0.030318272373968252,0.01556773076000521,0.17636473880873155,0.0718842741732051,0.14648518061991148,0.11058496090719885,0.16092843637368176,0.07086276687929355,0.045267966952970876,0.1717356721510334
953,0.5243785747118733,0.5067956484867718,1.0346943117558367,0.15925108704513397,0.029331664072585816,0.07049829028656592,0.0873568103535782,0.08788026984526133,0.16488201035960368,0.0872254372038169,0.08858737040084481,0.12148391596968386,0.10350314446292559
70,0.5243439920418601,0.549472904628656,0.954267239794511,0.13977837096118728,0.12374313304238792,0.1267202652243394,0.09369663296206313,0.10166424355649427,0.021889428774421023,0.11905391126750815,0.08979629140705529,0.08286321966581868,0.10079450313872493
617,0.5241496775565995,0.5388638720299697,0.9726940415991521,0.07999511504224928,0.00039591844364150167,0.18113978252436108,0.055554792189698506,0.18426167126925883,0.10938080898733683,0.07681084771166259,0.11399128064816462,0.03123258491355458,0.16723719827007225
1951,0.524096305345019,0.5384289847360708,0.9733805575157188,0.0874858416693645,0.09100911135753674,0.13888697897292668,0.15592735451190012,0.12295044864010711,0.10001434077403233,0.11280463071594288,0.04515364542382117,0.0076938406144495056,0.13807380731991903
627,0.5240677358289093,0.541647946606139,0.9675431045434882,0.2059333674042412,0.0626494038285683,0.06311855396544427,0.03499937620227542,0.08223823078101096,0.061198285988203316,0.0914898091340733,0.07470080521494991,0.1124494547408641,0.21122271274036927
1576,0.5239999680712369,0.5123096674391131,1.022818817162987,0.15130132047730135,0.11240564656679909,0.15620188297030022,0.08186221756660332,0.1353164902236094,0.04265614090855578,0.05617685752693483,0.06282141220399057,0.09724337880358987,0.10401465275231565
1954,0.523736055481635,0.5271315295502887,0.9935585828615668,0.12261119810117195,0.1310371053814318,0.05206173733282707,0.046406486456594384,0.1761810488448962,0.13622030357714274,0.04387226204109169,0.20564146083679366,0.0655136236200879,0.02045477380796246
177,0.5237331329326776,0.5205987158191713,1.0060207930182354,0.174937598437641,0.13937722217338971,0.09584206176879746,0.09813008337413325,0.15016289310299194,0.009311927744437561,0.02566849564455938,0.057458289887898056,0.08172397237802868,0.167387455488123
1766,0.5236368037667335,0.5351018735217435,0.9785740429583001,0.08744878416085876,0.1792761822860435,0.17394415655011425,0.07295586949988318,0.16540662661863545,0.029707764354915497,0.08661436315122707,0.08617862956807902,0.058460212048193946,0.060007411762049226
1128,0.5234960265186269,0.5645208707510333,0.9273280292049658,0.1412171626658877,0.10044623363680685,0.06620944319975533,0.14910193479064246,0.10141811887736972,0.05389817206710274,0.11739264240587466,0.15055169735460136,0.011624959138901334,0.10813963586305786
1804,0.5234705728663996,0.5493011519798401,0.95297555990855,0.08066984261539271,0.009096901174162203,0.16367690771564417,0.16737856439751808,0.19217118525229263,0.04388403049643602,0.054103661488728465,0.12470345738307362,0.028798607952855812,0.1355168415238961
1537,0.5234622682599898,0.5515076875780321,0.94914772731237,0.08385416356749532,0.10704167436030267,0.014381388339383166,0.11249847383491361,0.11713100648998491,0.1153925354708496,0.1324319565626486,0.12509078626749212,0.12005704554064468,0.07212096956628533
1915,0.5234388585893788,0.5833744061634302,0.8972605809565449,0.043420381738575105,0.13830858485807765,0.045423329824521616,0.08486884438732599,0.06883015243550011,0.2872055222700327,0.19212777003270942,0.06819329191511242,0.03747560018437193,0.034146522353772975
106,0.5233989874683598,0.5257898796628434,0.9954527610991357,0.13004175102435778,0.02688963647837723,0.07530772533114961,0.05239776103733906,0.12084782027817031,0.1296753697374561,0.09962841147134736,0.1304844741165231,0.1065821458989708,0.12814490462630862
1321,0.5232369125222767,0.5764550874148916,0.9076802754378117,0.16143774780429007,0.12566638378158537,0.12202601388284065,0.006166290391325685,0.0750909757959318,0.09078076649274341,0.14857793688187998,0.15873699267660926,0.03839269102912181,0.0731242012636721
888,0.5231541214771606,0.6023790438549781,0.8684799493176081,0.15232516305814553,0.19014339633266056,0.10950794910486784,0.11546528415526384,0.025938563262756495,0.06925537307787943,0.17619768851673226,0.0021973090899278422,0.02799360009430802,0.13097567330745813
1444,0.5230887444150321,0.5152456169744085,1.0152221138467503,0.08529260153354708,0.09094327985019374,0.03345868118788982,0.05501968331020019,0.16230807513380652,0.10787442290116052,0.08362144615353047,0.06349208537430868,0.14546184090293426,0.17252788365242874
1561,0.5229834134685768,0.5042782946217695,1.0370928494172784,0.09965029727986192,0.18206228081055598,0.02244672567258907,0.1757568968756125,0.16422704352870568,0.11308673061398729,0.03585130678270372,0.049661001838189944,0.05580550127904793,0.10145221531874599
1025,0.5229698867313802,0.5473192783395318,0.9555115403900568,0.043352335355621066,0.03926783418424947,0.17103673845255388,0.16892149158074207,0.1562460252804307,0.1406692448915477,0.10262328785029028,0.12918514384884133,0.028323340504062537,0.02037455805166111
1074,0.5227015244218616,0.5529911122214737,0.9452259048469461,0.0025789270615626473,0.22924445052816242,0.10281124229766489,0.0017034275399140835,0.18565464275994775,0.17366803820404034,0.13043361539405351,0.05012587847760577,0.010925396029278913,0.1128543817077696
583,0.5226627617146266,0.5165932147987032,1.011749180480987,0.24194815035307204,0.02926522034246046,0.07672473556347581,0.10436816631563968,0.06535901362367537,0.18071299896572265,0.0012597978044681392,0.062124946707345134,0.23570500059817548,0.002531969725965209
840,0.5225163612618569,0.48923327444470466,1.0680311183962896,0.13259595564817658,0.09196060473864347,0.0024264963234428396,0.04661841428385908,0.10512749967789256,0.21499623264883563,0.08190148568091368,0.05860476469681904,0.1477601884766068,0.11800835782481044
546,0.52228629626074,0.5282821652533205,0.9886502528630596,0.053877127286797194,0.04681355751032325,0.10268303692093278,0.108314976543155,0.1348109136936596,0.14402399435383154,0.11700942237485665,0.03015008910497688,0.13188670703758015,0.13043017517388697
426,0.5222325299330831,0.630643296214495,0.828094951722853,0.2058158663981515,0.18195530881493135,0.04681427663591331,0.028550616802649108,0.0004101724280804025,0.05967663237219039,0.19272978507041777,0.11015189557410508,0.07228860589089398,0.10160684001266726
1434,0.5220584099956387,0.6008969204526556,0.8687986112532781,0.011721426253545877,0.03323126092565601,0.10835748711288869,0.10900123735488713,0.1715016022607424,0.06093987478352629,0.1561433965994614,0.14569641803829136,0.07258913267620054,0.13081816399480026
1820,0.5219357545617767,0.5159077033301415,1.0116843598045244,0.16467462299660438,0.022000039447761296,0.13220206242479218,0.038612323371226075,0.10887024684668284,0.10765199256765591,0.07971342219909576,0.11205634285739204,0.11800507592265097,0.1162138713661386
900,0.5218930280065371,0.6196783385933688,0.8421998890443738,0.02562234801904608,0.12150996176899441,0.0475701764467669,0.1758333440783367,0.09832704965290887,0.07688016786321118,0.19484309868126853,0.05794465590092416,0.10412337344079386,0.09734582414774928
1612,0.5217947773791097,0.6468896649425994,0.8066209829235875,0.0001576539563681551,0.05732030499013793,0.17708789279676757,0.046581905222454825,0.15972630702587076,0.009048325268624547,0.1987990193856251,0.09817730245257386,0.08394724898286862,0.16915403991870867
1645,0.5216964494802597,0.5377662030467321,0.970117583672182,0.0756106043032434,0.1601178578279542,0.15153966748724912,0.07038099091062605,0.13201703649178917,0.040615177186562074,0.1130032393005687,0.004099780556312569,0.17785335468987754,0.07476229124581713
424,0.52164385798189,0.5007159374228937,1.041795994484835,0.05503818751208721,0.12742027761546593,0.13902203426790322,0.10503651989566246,0.19000069437131994,0.1342833465594985,0.03981921477227469,0.045670824148975164,0.12961672813395017,0.03409217272286277
1675,0.5214867521726818,0.5428401185581143,0.9606636177846415,0.11278915183156134,0.10325695083527332,0.113095059156334,0.13619164596140707,0.1523757536233718,0.022358658072454476,0.06151857754517858,0.13622162011392314,0.1583210438466846,0.003871539013811505
1966,0.5214676684166586,0.5248713322307632,0.9935152415361711,0.1560791818750159,0.10924693172547469,0.10915304287470491,0.14027592941480974,0.06462113782615415,0.11402543874841141,0.10294675210925959,0.0666748959935018,0.10610706598656806,0.030869623446099816
1936,0.5214152275789129,0.5816292151364822,0.8964735849050501,0.1543633674885959,0.1404229110737293,0.07938954100976206,0.07179104558227156,0.05888964467631665,0.033719285020623636,0.15818462948758502,0.10433153384370183,0.10812221806015217,0.09078582375726182
1133,0.5214135534324327,0.5047033202518327,1.0331090216966712,0.07591774655067494,0.08935435161555307,0.06430398800253902,0.025873527493219816,0.14282755138510775,0.19405758326489225,0.10176625773311192,0.10810421944500687,0.12681657163197746,0.07097820287791679
1390,0.5212130767000515,0.5158626205764191,1.0103718624110696,0.0904400462069542,0.14195177259556038,0.11333366368886441,0.07804411123215654,0.1770814209117687,0.08487974012718093,0.05561068148281098,0.13090917606082414,0.10524207159583307,0.022507316098046473
1541,0.5211446674604202,0.5231373773852596,0.9961908477371675,0.13381907249308933,0.12885186565272114,0.009683845992580101,0.1286448520923476,0.09051362315590104,0.11488949960705302,0.10108700828091197,0.039501952341815125,0.11591885350032101,0.13708942688325962
437,0.5211247544291188,0.5748853666937889,0.9064846395832762,0.13379442262324204,0.183473886034552,0.15104265598569402,0.043690445492365185,0.05180810776606857,0.10526624101563188,0.1650641850777833,0.08618998377642814,0.07747248084151712,0.002197591386717529
1210,0.5208899120583608,0.5325321790808338,0.9781379088817357,0.16852454303232386,0.13433433834663716,0.1678443133348764,0.19558579297503317,0.11745555988103543,0.025202857486317398,0.03551568934778798,0.005215712683944227,0.007601718818112991,0.1427194740939315
1534,0.520444779407785,0.5568828702163333,0.93456776504116,0.06093088963134964,0.13592208551277626,0.08300460537614485,0.08267063280090849,0.14250799620634536,0.10429307560882553,0.13302345618147576,0.15089446401730863,0.05686419753603774,0.049888597128827775
1946,0.5203708776609747,0.5859119252031701,0.8881383963648316,0.18382312200592743,0.10678844167095515,0.0026678402114226445,0.006608747637715266,0.0034502763658054996,0.15370774875412585,0.1736725575666387,0.05546359624043407,0.20560177723646533,0.10821589231050997
1348,0.5203306309891494,0.5626695995037325,0.9247534102572353,0.062141703209121574,0.12145675297775263,0.04704826798035715,0.15474498911398893,0.14460993579603468,0.050254927508795656,0.1131724745347956,0.1358541372089311,0.14789312937678398,0.02282368229343877
1972,0.5202667162678114,0.5820438117351714,0.8938617777187735,0.06853068628193273,0.08888765133282057,0.10869943576606231,0.11131495540604473,0.06928053117805656,0.19400517791900757,0.17977867566489472,0.023713349113026413,0.014559223045465098,0.1412303142926894
1805,0.5202570506648757,0.5595652874891447,0.9297521885236107,0.19999048830375024,0.0035226299538154105,0.11762741167844068,0.20949146909814867,0.09677384372013943,0.00247990892325919,0.03123683852920545,0.029420910109727104,0.14161611518971726,0.16784038449379646
790,0.5202125077034041,0.5668362931562955,0.917747353132105,0.11725004770993165,0.06442802769323754,0.07134144462935035,0.11811329365876,0.07365405981096439,0.11635923081882457,0.14905909708686518,0.1306302987685656,0.09999236125228948,0.05917213857121122
