,SCG,YGYI,TEUM,GEN,CFMS,ASRT,PTN,SONM,AVCO,USWS,PTE,RMTI,SVRA,HNRG,CSLT,TXMD,GERN,REI,OSG,CCO,TH,UEC,LEE,NEXT,FTK,AGE,GALT,ACRX,PEI,RRD,MLND,TTI,PHUN,MBII,ATHX,CHS,TYME,ANH,XELA,ADMA,EXPR,SB,ECOR,NR,SND,WTI,CASI,NINE,DS,MRKR,PIRS,GORO,ABEO,CRBP,AT,LCTX,DHX,WMC,MDCA,RRTS,CALA,FI,LQDA,ENZ,MCHX,PHX,SBBP,AHT,TK,RLH,QEP,FRBK,NERV,EVC,SPPI,EPM,NAT,III,MITT,TELL,METC,IVR,SMHI,ACER,HALL,VBIV,NBEV,EVFM,SCOR,LLNW,CERC,WTRH,FLMN,AXAS,NYMT,MEIP,CHRA,GLYC,ELOX,XAN,ENOB,GTT,CKPT,XXII,GNW,BDSI,NCMI,SENS,CPRX,ASC,BTU,ELVT,ZAGG,CYCN,CHMA,SWN,FSP,WATT,LXU,MBIO,TUSK,RIGL,ATRS,REPH,BRY,OPTN,OSMT,HLX,AKBA,IDEX,KDMN,AGEN,EEX,TNAV,LIVX,PHAS,JILL,ZIOP,RES,SBT,SYBX,AIV,AFI,GLOG,YCBD,EZPW,PBPB,VRAY,ICD,SNCR,EXTN,KIN,BKD,NL,DSKE,TIPT,PAYS,GCI,SD,LTRPA,MNKD,CRK,CDXC,True,SNR,BSGM,RVSB,ARAY,FLDM,SIEB,AMC,BHR,OPK,ZYNE,ORC,ADES,TMST,QUAD,CNSL,AMRX,UUUU,CBAY,CMO,WTTR,WETF,CNDT,ETM,ADMS,BBCP,OCX,DHT,KZR,UIHC,SXC,SIRI,AFMD,CIA,ITI,YRCW,HL
2021-02-12,0.045000001788139336,0.4000000059604645,0.5899999737739563,1.0199999809265137,1.1200000047683716,1.1399999856948853,1.149999976158142,1.1799999475479126,1.4099999666213991,1.4700000286102295,1.690000057220459,1.75,1.75,1.8500000238418581,1.870000004768372,1.9099999666213991,1.919999957084656,2.1099998950958248,2.1199998855590816,2.1400001049041752,2.1800000667572017,2.259999990463257,2.259999990463257,2.400000095367432,2.4300000667572017,2.470000028610229,2.490000009536743,2.509999990463257,2.5699999332427983,2.5699999332427983,2.5799999237060547,2.619999885559082,2.640000104904175,2.650000095367432,2.690000057220459,2.720000028610229,2.7300000190734863,2.740000009536743,2.740000009536743,2.789999961853028,2.799999952316284,2.8199999332427983,2.859999895095825,2.859999895095825,2.869999885559082,2.880000114440918,2.890000104904175,2.890000104904175,2.900000095367432,2.9300000667572017,2.940000057220459,2.9600000381469727,2.9600000381469727,2.990000009536743,2.990000009536743,3.0,3.009999990463257,3.059999942779541,3.0699999332427983,3.0999999046325684,3.109999895095825,3.130000114440918,3.2699999809265137,3.2699999809265137,3.289999961853028,3.309999942779541,3.3199999332427983,3.400000095367432,3.4100000858306885,3.4200000762939453,3.4600000381469727,3.470000028610229,3.5199999809265137,3.539999961853028,3.630000114440918,3.650000095367432,3.6800000667572017,3.7200000286102295,3.759999990463257,3.7699999809265137,3.7999999523162837,3.829999923706055,3.839999914169312,3.839999914169312,3.849999904632568,3.890000104904175,3.890000104904175,3.9500000476837163,3.9500000476837163,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9700000286102295,3.9700000286102295,3.9800000190734863,3.9800000190734863,4.010000228881837,4.0300002098083505,4.0399999618530265,4.0399999618530265,4.050000190734863,4.070000171661377,4.0900001525878915,4.099999904632568,4.110000133514403,4.119999885559082,4.130000114440918,4.1599998474121085,4.199999809265137,4.2100000381469735,4.2199997901916495,4.2199997901916495,4.260000228881837,4.300000190734863,4.329999923706056,4.3400001525878915,4.3400001525878915,4.349999904632568,4.360000133514403,4.400000095367432,4.4099998474121085,4.510000228881836,4.53000020980835,4.579999923706055,4.579999923706055,4.5900001525878915,4.5900001525878915,4.610000133514403,4.610000133514403,4.619999885559082,4.639999866485597,4.639999866485597,4.639999866485597,4.789999961853027,4.800000190734863,4.829999923706055,4.829999923706055,4.8400001525878915,4.8400001525878915,4.849999904632568,4.860000133514403,4.900000095367432,4.920000076293945,4.929999828338623,4.960000038146973,4.989999771118164,5.0,5.0900001525878915,5.130000114440918,5.1599998474121085,5.179999828338623,5.199999809265137,5.199999809265137,5.210000038146973,5.210000038146973,5.21999979019165,5.21999979019165,5.260000228881836,5.269999980926514,5.349999904632568,5.4099998474121085,5.4099998474121085,5.4099998474121085,5.420000076293945,5.449999809265137,5.519999980926514,5.519999980926514,5.519999980926514,5.550000190734863,5.570000171661377,5.5900001525878915,5.599999904632568,5.610000133514403,5.635000228881836,5.6500000953674325,5.690000057220459,5.699999809265138,5.710000038146973,5.710000038146973,5.71999979019165,5.789999961853027,5.800000190734862,5.809999942779541,5.820000171661378,5.8400001525878915,5.84499979019165,5.880000114440918,5.920000076293945,5.920000076293945,5.920000076293945,5.949999809265138,6.03000020980835,6.050000190734862,6.059999942779541,6.0900001525878915,6.0900001525878915,6.139999866485597,6.1500000953674325,6.170000076293945,6.170000076293945
